"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 03월 16일","178.02","178.65","179.12","177.62","39.40M","-0.35%"
"2018년 03월 15일","178.65","178.50","180.24","178.07","22.74M","0.12%"
"2018년 03월 14일","178.44","180.32","180.52","177.81","29.37M","-0.85%"
"2018년 03월 13일","179.97","182.59","183.50","179.24","31.69M","-0.96%"
"2018년 03월 12일","181.72","180.29","182.39","180.21","32.21M","0.97%"
"2018년 03월 09일","179.98","177.96","180.00","177.39","32.19M","1.72%"
"2018년 03월 08일","176.94","175.48","177.12","175.07","23.77M","1.09%"
"2018년 03월 07일","175.03","174.94","175.85","174.27","31.70M","-0.93%"
"2018년 03월 06일","176.67","177.91","178.25","176.13","23.79M","-0.08%"
"2018년 03월 05일","176.82","175.21","177.74","174.52","28.40M","0.35%"
"2018년 03월 02일","176.21","172.80","176.30","172.45","38.45M","0.69%"
"2018년 03월 01일","175.00","178.54","179.78","172.66","48.80M","-1.75%"
"2018년 02월 28일","178.12","179.26","180.62","178.05","37.78M","-0.15%"
"2018년 02월 27일","178.39","179.10","180.48","178.16","38.93M","-0.32%"
"2018년 02월 26일","178.97","176.35","179.39","176.21","38.16M","1.98%"
"2018년 02월 23일","175.50","173.67","175.65","173.54","33.81M","1.74%"
"2018년 02월 22일","172.50","171.80","173.95","171.71","30.99M","0.84%"
"2018년 02월 21일","171.07","172.83","174.12","171.01","37.47M","-0.45%"
"2018년 02월 20일","171.85","172.05","174.26","171.42","33.93M","-0.34%"
"2018년 02월 16일","172.43","172.36","174.82","171.77","40.18M","-0.32%"
"2018년 02월 15일","172.99","169.79","173.09","169.00","51.15M","3.36%"
"2018년 02월 14일","167.37","163.04","167.54","162.88","40.64M","1.84%"
"2018년 02월 13일","164.34","161.95","164.75","161.65","32.55M","1.00%"
"2018년 02월 12일","162.71","158.50","163.89","157.51","60.82M","4.03%"
"2018년 02월 09일","156.41","157.07","157.89","150.24","70.67M","0.81%"
"2018년 02월 08일","155.15","160.29","161.00","155.03","54.39M","-2.75%"
"2018년 02월 07일","159.54","163.09","163.40","159.07","51.61M","-2.14%"
"2018년 02월 06일","163.03","154.83","163.72","154.00","68.24M","4.18%"
"2018년 02월 05일","156.49","159.10","163.88","156.00","72.74M","-2.50%"
"2018년 02월 02일","160.50","166.00","166.80","160.10","86.59M","-4.34%"
"2018년 02월 01일","167.78","167.16","168.62","166.76","47.23M","0.21%"
"2018년 01월 31일","167.43","166.87","168.44","166.50","32.48M","0.28%"
"2018년 01월 30일","166.97","165.53","167.37","164.70","46.05M","-0.59%"
